Date,UNP,CSX,NSC,NEE,SO,DUK,AEP,ED,EXC,XEL,CNP,ENB,KMI,ET,OKE,TRGP,PAA,JPM,BAC,C,WFC,GS,MS,PNC,BLK,BX,V,MA,LMT,RTX,NOC,GD,LHX,HII,BWXT
6/24/24,$226.36 ,$33.21 ,$218.68 ,$73.85 ,$79.34 ,$101.51 ,$88.14 ,$91.27 ,$35.33 ,$53.98 ,$31.31 ,$35.12 ,$20.11 ,$15.91 ,$80.89 ,$128.60 ,$17.54 ,$198.88 ,$40.02 ,$61.34 ,$59.01 ,$462.09 ,$97.10 ,$154.90 ,$798.95 ,$125.26 ,$276.30 ,$456.96 ,$471.51 ,$101.96 ,$430.67 ,$298.53 ,$225.49 ,$251.20 ,$94.02 
6/25/24,$224.06 ,$32.71 ,$213.37 ,$72.98 ,$78.02 ,$100.20 ,$86.89 ,$89.39 ,$34.82 ,$53.74 ,$30.39 ,$35.00 ,$20.10 ,$16.00 ,$81.02 ,$129.83 ,$17.78 ,$198.07 ,$39.38 ,$61.58 ,$57.20 ,$457.38 ,$97.80 ,$151.90 ,$794.39 ,$124.42 ,$273.53 ,$455.65 ,$468.07 ,$101.57 ,$428.48 ,$295.28 ,$224.51 ,$251.52 ,$94.25 
6/26/24,$223.61 ,$33.01 ,$212.49 ,$73.37 ,$78.21 ,$99.95 ,$87.16 ,$89.67 ,$34.80 ,$53.79 ,$30.50 ,$35.34 ,$19.74 ,$15.92 ,$80.53 ,$127.50 ,$17.79 ,$197.43 ,$39.00 ,$61.25 ,$57.01 ,$455.86 ,$96.89 ,$151.81 ,$787.45 ,$124.16 ,$273.60 ,$452.38 ,$466.99 ,$101.26 ,$431.49 ,$294.53 ,$223.48 ,$249.56 ,$95.49 
6/27/24,$223.47 ,$33.03 ,$209.90 ,$73.72 ,$78.04 ,$100.59 ,$88.30 ,$89.68 ,$34.70 ,$53.85 ,$30.81 ,$35.26 ,$19.76 ,$16.03 ,$80.75 ,$128.58 ,$17.86 ,$199.17 ,$39.25 ,$61.55 ,$57.42 ,$445.96 ,$95.77 ,$151.93 ,$781.13 ,$124.12 ,$266.59 ,$442.75 ,$467.13 ,$100.62 ,$434.91 ,$292.50 ,$223.18 ,$247.92 ,$94.98 
6/28/24,$226.26 ,$33.45 ,$214.69 ,$70.81 ,$77.57 ,$100.23 ,$87.74 ,$89.42 ,$34.61 ,$53.41 ,$30.98 ,$35.59 ,$19.87 ,$16.22 ,$81.55 ,$128.78 ,$18.03 ,$202.26 ,$39.77 ,$63.46 ,$59.39 ,$452.32 ,$97.19 ,$155.48 ,$787.32 ,$123.80 ,$262.47 ,$441.16 ,$467.10 ,$100.39 ,$435.95 ,$290.14 ,$224.58 ,$246.33 ,$95.00 
7/1/24,$224.86 ,$33.59 ,$214.06 ,$69.90 ,$77.00 ,$99.35 ,$87.28 ,$88.81 ,$34.55 ,$52.43 ,$30.55 ,$35.27 ,$19.79 ,$16.36 ,$81.72 ,$131.27 ,$18.55 ,$205.45 ,$40.01 ,$63.43 ,$60.59 ,$463.66 ,$99.16 ,$156.14 ,$782.27 ,$122.23 ,$263.24 ,$437.61 ,$466.44 ,$99.55 ,$435.00 ,$287.87 ,$221.96 ,$246.79 ,$94.03 
7/2/24,$225.50 ,$33.76 ,$215.55 ,$70.47 ,$77.55 ,$99.81 ,$87.62 ,$88.97 ,$34.53 ,$53.20 ,$30.46 ,$35.81 ,$19.72 ,$16.40 ,$82.33 ,$131.00 ,$18.90 ,$208.83 ,$40.93 ,$64.68 ,$60.97 ,$465.61 ,$99.65 ,$158.84 ,$789.13 ,$123.21 ,$268.23 ,$444.65 ,$465.70 ,$100.41 ,$437.37 ,$285.81 ,$223.60 ,$247.48 ,$94.27 
7/3/24,$225.57 ,$33.55 ,$216.30 ,$71.83 ,$77.72 ,$99.84 ,$87.56 ,$88.71 ,$34.73 ,$52.75 ,$30.33 ,$35.89 ,$19.96 ,$16.33 ,$82.80 ,$133.60 ,$18.50 ,$208.69 ,$40.90 ,$64.46 ,$60.66 ,$467.92 ,$100.20 ,$157.79 ,$789.12 ,$123.40 ,$268.99 ,$448.18 ,$466.03 ,$100.74 ,$437.09 ,$284.88 ,$224.58 ,$246.12 ,$95.47 
7/5/24,$225.17 ,$33.30 ,$215.86 ,$72.09 ,$78.04 ,$100.56 ,$87.86 ,$89.27 ,$34.31 ,$52.69 ,$30.49 ,$35.61 ,$19.89 ,$16.18 ,$82.25 ,$132.49 ,$18.53 ,$204.79 ,$40.41 ,$64.03 ,$59.62 ,$464.75 ,$99.59 ,$156.51 ,$790.60 ,$122.72 ,$270.36 ,$449.49 ,$462.16 ,$100.37 ,$434.73 ,$281.68 ,$224.07 ,$243.07 ,$95.11 
7/8/24,$223.39 ,$33.39 ,$214.25 ,$72.11 ,$77.80 ,$100.64 ,$87.11 ,$88.42 ,$34.24 ,$52.11 ,$30.32 ,$35.38 ,$19.91 ,$16.09 ,$82.00 ,$132.55 ,$18.65 ,$205.17 ,$40.62 ,$64.74 ,$59.01 ,$464.82 ,$100.59 ,$158.77 ,$790.19 ,$120.77 ,$266.40 ,$446.24 ,$461.76 ,$100.10 ,$430.25 ,$280.47 ,$226.00 ,$243.00 ,$95.53 
7/9/24,$221.78 ,$32.48 ,$213.75 ,$72.12 ,$78.12 ,$100.94 ,$87.69 ,$88.85 ,$34.43 ,$52.47 ,$29.63 ,$35.38 ,$19.99 ,$16.12 ,$82.42 ,$132.41 ,$18.55 ,$207.63 ,$41.42 ,$66.55 ,$59.88 ,$472.83 ,$102.61 ,$161.51 ,$802.28 ,$121.28 ,$265.44 ,$444.70 ,$460.30 ,$101.11 ,$423.73 ,$279.51 ,$225.96 ,$241.93 ,$94.30 
7/10/24,$224.41 ,$32.92 ,$214.83 ,$72.90 ,$78.44 ,$102.83 ,$88.25 ,$89.87 ,$34.69 ,$52.59 ,$29.59 ,$35.77 ,$20.10 ,$16.28 ,$82.32 ,$132.89 ,$18.52 ,$207.80 ,$41.74 ,$66.98 ,$59.72 ,$478.89 ,$103.46 ,$164.30 ,$812.00 ,$124.26 ,$263.00 ,$433.64 ,$461.01 ,$100.68 ,$426.24 ,$281.91 ,$227.27 ,$246.68 ,$95.66 
7/11/24,$228.72 ,$33.74 ,$220.94 ,$74.70 ,$79.86 ,$104.46 ,$90.84 ,$91.46 ,$35.32 ,$54.08 ,$29.68 ,$35.80 ,$20.16 ,$16.31 ,$82.90 ,$133.61 ,$18.44 ,$207.45 ,$41.81 ,$65.71 ,$60.16 ,$479.23 ,$104.64 ,$168.30 ,$824.87 ,$126.61 ,$262.55 ,$436.42 ,$460.38 ,$101.72 ,$432.02 ,$284.15 ,$230.34 ,$251.70 ,$97.25 
7/12/24,$230.22 ,$33.79 ,$221.35 ,$76.00 ,$79.99 ,$105.39 ,$90.96 ,$92.19 ,$35.24 ,$54.28 ,$30.30 ,$36.10 ,$20.19 ,$16.25 ,$84.66 ,$135.05 ,$18.68 ,$204.94 ,$41.59 ,$64.52 ,$56.54 ,$479.88 ,$104.09 ,$168.56 ,$827.97 ,$129.32 ,$265.74 ,$440.11 ,$463.73 ,$101.28 ,$432.24 ,$283.89 ,$231.04 ,$250.94 ,$98.43 
7/15/24,$235.99 ,$34.60 ,$227.76 ,$70.97 ,$80.05 ,$105.32 ,$90.94 ,$90.26 ,$35.35 ,$53.23 ,$28.28 ,$35.79 ,$20.17 ,$16.39 ,$84.68 ,$134.34 ,$18.77 ,$210.05 ,$41.89 ,$65.14 ,$57.73 ,$492.23 ,$105.26 ,$169.02 ,$822.96 ,$132.37 ,$268.45 ,$444.00 ,$463.88 ,$101.62 ,$431.92 ,$285.42 ,$234.54 ,$255.52 ,$99.08 
7/16/24,$243.06 ,$35.33 ,$234.79 ,$71.90 ,$81.12 ,$106.53 ,$91.85 ,$91.55 ,$35.52 ,$53.93 ,$28.57 ,$36.01 ,$20.24 ,$16.36 ,$85.06 ,$134.82 ,$18.83 ,$213.62 ,$44.13 ,$67.27 ,$60.24 ,$503.02 ,$106.22 ,$176.98 ,$843.94 ,$137.01 ,$269.25 ,$443.53 ,$468.58 ,$103.68 ,$435.16 ,$291.59 ,$240.42 ,$267.46 ,$103.98 
7/17/24,$243.89 ,$35.45 ,$234.45 ,$70.90 ,$81.63 ,$107.52 ,$93.52 ,$93.76 ,$36.43 ,$55.32 ,$28.64 ,$36.24 ,$20.53 ,$16.11 ,$85.37 ,$133.97 ,$18.92 ,$216.87 ,$43.98 ,$67.61 ,$60.91 ,$502.18 ,$106.96 ,$179.71 ,$841.09 ,$134.85 ,$272.70 ,$451.16 ,$476.07 ,$104.99 ,$440.17 ,$291.99 ,$238.25 ,$267.14 ,$103.17 
7/18/24,$243.01 ,$35.02 ,$230.38 ,$71.67 ,$81.31 ,$106.91 ,$93.49 ,$94.11 ,$36.24 ,$55.78 ,$28.82 ,$36.27 ,$21.05 ,$16.35 ,$83.44 ,$136.17 ,$18.83 ,$209.98 ,$43.01 ,$64.89 ,$59.24 ,$486.21 ,$104.81 ,$176.07 ,$829.00 ,$136.41 ,$269.15 ,$448.72 ,$476.00 ,$103.84 ,$439.61 ,$293.27 ,$237.76 ,$267.21 ,$103.13 
7/19/24,$242.32 ,$34.69 ,$227.95 ,$72.00 ,$81.40 ,$106.92 ,$93.14 ,$94.04 ,$36.13 ,$55.94 ,$28.97 ,$36.54 ,$21.49 ,$16.44 ,$83.47 ,$136.37 ,$19.03 ,$209.78 ,$42.90 ,$65.14 ,$59.23 ,$484.93 ,$102.09 ,$175.51 ,$830.70 ,$138.59 ,$265.46 ,$443.69 ,$474.92 ,$102.81 ,$437.94 ,$288.22 ,$234.77 ,$263.42 ,$102.00 
7/22/24,$243.27 ,$34.51 ,$228.03 ,$72.90 ,$81.85 ,$107.54 ,$94.35 ,$94.64 ,$36.25 ,$55.74 ,$28.96 ,$36.74 ,$21.85 ,$16.38 ,$84.43 ,$137.76 ,$18.98 ,$210.28 ,$42.30 ,$64.50 ,$59.14 ,$487.04 ,$102.44 ,$177.15 ,$843.24 ,$141.18 ,$267.71 ,$447.94 ,$474.59 ,$103.77 ,$438.10 ,$291.21 ,$238.14 ,$266.13 ,$104.22 
7/23/24,$239.50 ,$33.64 ,$224.28 ,$72.11 ,$81.35 ,$107.12 ,$93.64 ,$93.25 ,$35.87 ,$55.14 ,$28.70 ,$36.46 ,$21.62 ,$16.40 ,$83.23 ,$135.93 ,$18.36 ,$210.33 ,$42.41 ,$64.66 ,$59.67 ,$492.15 ,$103.50 ,$178.62 ,$844.69 ,$143.62 ,$264.79 ,$441.72 ,$501.29 ,$104.97 ,$442.30 ,$294.46 ,$240.02 ,$266.69 ,$105.74 
7/24/24,$237.38 ,$33.20 ,$221.34 ,$75.41 ,$82.67 ,$108.60 ,$95.02 ,$95.88 ,$36.47 ,$56.36 ,$29.02 ,$36.57 ,$21.05 ,$16.18 ,$82.16 ,$131.62 ,$18.02 ,$208.59 ,$42.19 ,$63.66 ,$59.44 ,$486.70 ,$101.97 ,$177.40 ,$827.65 ,$137.63 ,$254.17 ,$432.45 ,$515.20 ,$104.83 ,$442.12 ,$284.67 ,$237.15 ,$265.30 ,$100.02 
7/25/24,$235.35 ,$33.60 ,$222.90 ,$73.44 ,$81.66 ,$107.56 ,$95.84 ,$95.92 ,$36.48 ,$56.87 ,$28.88 ,$36.33 ,$21.07 ,$16.13 ,$81.40 ,$131.98 ,$18.38 ,$208.67 ,$41.68 ,$64.37 ,$59.70 ,$491.71 ,$103.56 ,$180.00 ,$836.54 ,$140.02 ,$253.74 ,$429.60 ,$521.40 ,$113.47 ,$470.57 ,$290.98 ,$243.27 ,$273.95 ,$98.73 
7/26/24,$240.36 ,$34.32 ,$247.22 ,$74.26 ,$82.17 ,$108.03 ,$96.45 ,$96.44 ,$36.75 ,$57.36 ,$29.36 ,$36.66 ,$21.37 ,$16.27 ,$82.02 ,$131.57 ,$18.35 ,$212.24 ,$41.67 ,$65.18 ,$60.39 ,$499.03 ,$104.19 ,$181.21 ,$856.20 ,$142.00 ,$259.46 ,$438.18 ,$524.80 ,$113.95 ,$480.30 ,$290.40 ,$229.41 ,$276.03 ,$99.14 
7/29/24,$242.15 ,$34.40 ,$247.63 ,$74.34 ,$83.05 ,$108.68 ,$97.07 ,$96.87 ,$36.89 ,$57.69 ,$29.19 ,$36.68 ,$21.29 ,$16.02 ,$82.20 ,$133.01 ,$18.61 ,$210.85 ,$41.09 ,$64.30 ,$59.59 ,$492.72 ,$102.48 ,$181.00 ,$862.15 ,$140.98 ,$261.60 ,$441.30 ,$527.64 ,$114.44 ,$477.29 ,$289.49 ,$224.78 ,$277.36 ,$98.28 
7/30/24,$245.43 ,$35.02 ,$249.71 ,$74.28 ,$83.38 ,$109.90 ,$98.14 ,$98.16 ,$37.22 ,$58.63 ,$28.51 ,$37.21 ,$21.72 ,$16.21 ,$82.79 ,$134.14 ,$18.19 ,$215.19 ,$41.28 ,$65.87 ,$60.01 ,$505.67 ,$103.76 ,$181.98 ,$872.59 ,$141.34 ,$263.10 ,$447.45 ,$537.66 ,$116.88 ,$486.73 ,$293.01 ,$227.74 ,$279.76 ,$97.79 
7/31/24,$246.73 ,$35.10 ,$249.56 ,$76.39 ,$83.52 ,$109.27 ,$98.12 ,$97.52 ,$37.20 ,$58.28 ,$27.75 ,$37.42 ,$21.13 ,$16.27 ,$83.33 ,$135.28 ,$18.00 ,$212.80 ,$40.31 ,$64.88 ,$59.34 ,$509.03 ,$103.21 ,$181.10 ,$876.50 ,$142.15 ,$265.67 ,$463.71 ,$541.92 ,$117.49 ,$484.32 ,$298.71 ,$226.89 ,$279.98 ,$99.49 
8/1/24,$244.47 ,$34.77 ,$246.46 ,$78.39 ,$87.57 ,$112.60 ,$101.24 ,$100.21 ,$38.26 ,$59.11 ,$28.15 ,$37.60 ,$21.07 ,$16.19 ,$82.06 ,$136.10 ,$17.42 ,$207.96 ,$39.50 ,$63.28 ,$56.88 ,$500.12 ,$101.76 ,$175.99 ,$865.35 ,$137.03 ,$265.93 ,$462.41 ,$548.86 ,$116.74 ,$493.36 ,$293.45 ,$229.22 ,$267.00 ,$98.58 
8/2/24,$239.97 ,$34.08 ,$243.41 ,$79.20 ,$88.58 ,$113.92 ,$101.79 ,$101.83 ,$38.77 ,$59.75 ,$27.07 ,$37.96 ,$20.68 ,$15.95 ,$80.17 ,$130.58 ,$17.00 ,$199.14 ,$37.58 ,$58.76 ,$53.26 ,$470.64 ,$95.85 ,$170.00 ,$846.02 ,$133.05 ,$266.58 ,$462.02 ,$548.77 ,$116.44 ,$494.55 ,$292.39 ,$230.19 ,$263.35 ,$94.39 
8/5/24,$234.87 ,$33.00 ,$239.68 ,$76.68 ,$86.57 ,$111.01 ,$98.06 ,$100.70 ,$37.52 ,$57.99 ,$25.93 ,$37.30 ,$20.08 ,$15.43 ,$78.62 ,$127.86 ,$17.37 ,$194.90 ,$36.65 ,$56.21 ,$52.12 ,$459.02 ,$92.07 ,$165.82 ,$830.76 ,$129.51 ,$256.44 ,$442.00 ,$545.38 ,$115.17 ,$492.63 ,$285.90 ,$227.10 ,$256.03 ,$92.38 
8/6/24,$238.55 ,$33.86 ,$243.85 ,$76.97 ,$86.45 ,$112.92 ,$98.29 ,$100.89 ,$37.59 ,$57.86 ,$25.77 ,$38.28 ,$20.66 ,$15.99 ,$82.32 ,$131.62 ,$17.27 ,$200.34 ,$36.92 ,$56.56 ,$52.36 ,$470.22 ,$92.97 ,$169.09 ,$840.96 ,$130.31 ,$258.26 ,$448.30 ,$541.56 ,$114.40 ,$486.53 ,$285.38 ,$225.96 ,$256.55 ,$93.24 
8/7/24,$236.84 ,$33.62 ,$239.98 ,$77.56 ,$87.29 ,$113.51 ,$99.57 ,$101.19 ,$37.84 ,$58.36 ,$25.63 ,$38.45 ,$20.80 ,$15.62 ,$83.06 ,$133.24 ,$17.59 ,$200.40 ,$37.30 ,$56.11 ,$52.29 ,$473.01 ,$92.11 ,$166.75 ,$839.84 ,$127.59 ,$256.52 ,$449.84 ,$548.51 ,$114.15 ,$489.75 ,$287.17 ,$226.83 ,$253.44 ,$94.30 
8/8/24,$240.54 ,$34.25 ,$242.03 ,$77.54 ,$86.46 ,$112.43 ,$98.04 ,$100.50 ,$37.54 ,$58.15 ,$26.28 ,$38.73 ,$21.07 ,$16.25 ,$85.33 ,$136.71 ,$17.28 ,$204.06 ,$38.21 ,$58.00 ,$52.76 ,$485.77 ,$94.63 ,$170.28 ,$854.83 ,$130.65 ,$259.83 ,$455.58 ,$551.62 ,$115.10 ,$491.32 ,$290.80 ,$230.62 ,$256.56 ,$97.57 
8/9/24,$237.52 ,$34.00 ,$239.62 ,$77.46 ,$86.80 ,$112.67 ,$97.53 ,$101.02 ,$37.48 ,$57.96 ,$26.47 ,$38.85 ,$21.02 ,$15.66 ,$85.00 ,$135.69 ,$17.02 ,$205.80 ,$38.28 ,$57.84 ,$52.76 ,$490.26 ,$94.72 ,$169.92 ,$856.21 ,$130.93 ,$259.76 ,$456.78 ,$551.58 ,$116.15 ,$494.34 ,$292.99 ,$228.33 ,$259.43 ,$97.84 
8/12/24,$236.75 ,$33.50 ,$237.18 ,$77.58 ,$87.20 ,$113.37 ,$97.14 ,$101.94 ,$36.90 ,$58.02 ,$26.20 ,$39.05 ,$20.92 ,$15.55 ,$85.18 ,$137.59 ,$17.05 ,$206.19 ,$38.17 ,$57.84 ,$52.06 ,$485.50 ,$94.84 ,$167.02 ,$838.27 ,$129.28 ,$259.89 ,$455.69 ,$556.91 ,$116.60 ,$501.66 ,$291.20 ,$228.83 ,$263.73 ,$97.24 
8/13/24,$237.27 ,$33.22 ,$239.37 ,$78.12 ,$87.20 ,$113.72 ,$98.13 ,$101.60 ,$37.13 ,$59.66 ,$25.88 ,$39.37 ,$20.92 ,$15.58 ,$85.74 ,$136.60 ,$17.30 ,$207.94 ,$38.46 ,$58.15 ,$52.87 ,$491.94 ,$96.71 ,$168.21 ,$854.59 ,$133.35 ,$260.13 ,$459.36 ,$559.42 ,$116.86 ,$502.38 ,$292.20 ,$227.88 ,$262.77 ,$97.34 
8/14/24,$241.22 ,$33.36 ,$241.97 ,$78.01 ,$87.19 ,$113.46 ,$97.24 ,$100.86 ,$37.03 ,$58.96 ,$25.77 ,$39.54 ,$20.96 ,$15.97 ,$86.34 ,$140.16 ,$17.36 ,$210.24 ,$38.81 ,$59.28 ,$53.66 ,$498.70 ,$99.44 ,$168.37 ,$857.52 ,$136.16 ,$261.14 ,$460.16 ,$563.22 ,$117.65 ,$505.00 ,$293.73 ,$226.06 ,$266.63 ,$97.07 
8/15/24,$243.71 ,$33.63 ,$241.15 ,$77.41 ,$87.01 ,$113.11 ,$96.56 ,$99.23 ,$37.50 ,$58.90 ,$25.87 ,$38.57 ,$21.11 ,$15.99 ,$86.97 ,$142.83 ,$17.54 ,$211.55 ,$39.03 ,$60.52 ,$54.57 ,$499.02 ,$100.64 ,$171.82 ,$872.06 ,$136.27 ,$266.80 ,$468.71 ,$560.29 ,$118.36 ,$503.70 ,$295.95 ,$226.49 ,$269.63 ,$98.20 
8/16/24,$244.53 ,$33.42 ,$240.44 ,$78.57 ,$87.36 ,$112.30 ,$96.94 ,$100.10 ,$37.61 ,$59.98 ,$25.79 ,$38.70 ,$21.08 ,$16.30 ,$87.46 ,$142.46 ,$17.76 ,$213.97 ,$39.34 ,$61.40 ,$55.33 ,$504.26 ,$101.44 ,$173.00 ,$872.49 ,$134.28 ,$267.38 ,$468.88 ,$560.13 ,$117.95 ,$506.66 ,$296.59 ,$228.50 ,$270.57 ,$98.22 
8/19/24,$246.07 ,$33.64 ,$241.17 ,$79.35 ,$86.94 ,$112.72 ,$97.54 ,$100.41 ,$37.61 ,$60.15 ,$26.04 ,$39.13 ,$21.36 ,$16.30 ,$88.40 ,$144.49 ,$17.46 ,$215.45 ,$39.67 ,$62.03 ,$56.45 ,$504.68 ,$101.75 ,$174.50 ,$870.21 ,$134.65 ,$266.47 ,$466.98 ,$558.39 ,$118.35 ,$504.87 ,$295.60 ,$230.48 ,$270.90 ,$99.45 
8/20/24,$246.50 ,$33.58 ,$240.77 ,$78.98 ,$86.80 ,$112.38 ,$97.64 ,$100.17 ,$37.54 ,$59.99 ,$25.81 ,$39.05 ,$21.03 ,$16.06 ,$86.59 ,$141.60 ,$17.58 ,$214.52 ,$38.69 ,$61.31 ,$56.15 ,$497.34 ,$100.78 ,$173.59 ,$860.97 ,$132.98 ,$268.04 ,$469.12 ,$557.01 ,$117.95 ,$508.04 ,$295.80 ,$229.64 ,$275.23 ,$99.19 
8/21/24,$245.73 ,$33.79 ,$241.53 ,$79.64 ,$87.57 ,$112.73 ,$98.01 ,$100.42 ,$37.87 ,$59.96 ,$26.14 ,$39.00 ,$20.97 ,$16.02 ,$87.03 ,$142.31 ,$17.67 ,$214.60 ,$38.75 ,$60.53 ,$55.46 ,$496.46 ,$100.69 ,$173.37 ,$863.09 ,$134.75 ,$268.20 ,$468.00 ,$553.76 ,$117.26 ,$506.86 ,$294.07 ,$230.05 ,$271.44 ,$100.62 
8/22/24,$244.32 ,$33.23 ,$237.10 ,$78.92 ,$86.41 ,$112.12 ,$98.29 ,$100.67 ,$37.88 ,$59.92 ,$26.94 ,$39.04 ,$21.00 ,$15.95 ,$87.50 ,$142.85 ,$17.85 ,$216.63 ,$39.24 ,$60.42 ,$55.96 ,$497.75 ,$100.56 ,$174.92 ,$865.24 ,$134.79 ,$267.94 ,$468.82 ,$557.03 ,$118.02 ,$509.63 ,$293.45 ,$231.21 ,$272.11 ,$100.69 
8/23/24,$246.85 ,$33.69 ,$240.65 ,$79.66 ,$86.12 ,$112.36 ,$98.25 ,$100.60 ,$37.79 ,$60.12 ,$26.77 ,$39.66 ,$21.28 ,$16.15 ,$88.07 ,$144.13 ,$17.91 ,$218.31 ,$39.77 ,$62.14 ,$56.70 ,$509.42 ,$101.89 ,$178.10 ,$882.84 ,$139.28 ,$267.44 ,$466.44 ,$555.01 ,$118.52 ,$509.34 ,$291.45 ,$230.68 ,$274.51 ,$102.08 
8/26/24,$247.84 ,$33.67 ,$242.37 ,$80.64 ,$86.49 ,$113.01 ,$99.02 ,$100.90 ,$37.97 ,$61.46 ,$27.18 ,$39.89 ,$21.42 ,$16.11 ,$88.60 ,$145.47 ,$17.66 ,$219.17 ,$39.92 ,$61.79 ,$56.72 ,$507.87 ,$102.33 ,$178.11 ,$883.14 ,$141.96 ,$268.21 ,$468.64 ,$558.10 ,$118.70 ,$512.00 ,$291.00 ,$228.95 ,$276.84 ,$101.39 
8/27/24,$250.35 ,$33.58 ,$248.89 ,$79.61 ,$85.74 ,$111.90 ,$98.54 ,$99.59 ,$37.68 ,$60.89 ,$27.22 ,$39.67 ,$21.39 ,$15.91 ,$88.44 ,$145.13 ,$17.29 ,$220.18 ,$39.67 ,$61.68 ,$56.26 ,$507.26 ,$102.08 ,$179.15 ,$886.13 ,$141.25 ,$270.72 ,$474.99 ,$560.41 ,$119.49 ,$512.44 ,$290.20 ,$230.06 ,$276.91 ,$101.39 
8/28/24,$252.67 ,$33.72 ,$250.29 ,$79.41 ,$85.75 ,$112.70 ,$98.54 ,$100.39 ,$37.89 ,$60.68 ,$27.20 ,$39.37 ,$21.33 ,$15.88 ,$88.21 ,$144.29 ,$17.76 ,$221.29 ,$39.95 ,$61.58 ,$57.07 ,$503.33 ,$102.20 ,$181.78 ,$888.66 ,$140.08 ,$269.19 ,$471.80 ,$563.98 ,$120.84 ,$513.56 ,$296.64 ,$231.95 ,$280.05 ,$101.65 
8/29/24,$253.20 ,$33.94 ,$252.02 ,$80.03 ,$85.80 ,$112.99 ,$99.75 ,$100.81 ,$38.03 ,$61.39 ,$27.08 ,$39.56 ,$21.42 ,$15.96 ,$90.15 ,$146.29 ,$17.94 ,$222.21 ,$40.17 ,$61.88 ,$57.35 ,$510.10 ,$102.60 ,$183.04 ,$894.87 ,$140.58 ,$274.32 ,$480.80 ,$566.85 ,$122.29 ,$519.35 ,$297.83 ,$233.68 ,$282.86 ,$102.50 
8/30/24,$256.09 ,$34.27 ,$256.16 ,$80.51 ,$86.40 ,$113.95 ,$100.28 ,$101.56 ,$38.09 ,$61.23 ,$27.30 ,$40.18 ,$21.57 ,$16.10 ,$92.36 ,$146.90 ,$17.62 ,$224.80 ,$40.75 ,$62.64 ,$58.47 ,$510.25 ,$103.61 ,$185.09 ,$901.81 ,$142.36 ,$276.37 ,$483.34 ,$568.10 ,$123.34 ,$523.21 ,$299.36 ,$236.67 ,$282.77 ,$103.00 
9/3/24,$255.21 ,$34.58 ,$254.56 ,$79.93 ,$88.91 ,$115.79 ,$101.57 ,$103.28 ,$38.49 ,$62.52 ,$27.49 ,$40.20 ,$21.56 ,$16.03 ,$92.24 ,$149.88 ,$17.54 ,$220.30 ,$40.70 ,$61.46 ,$58.37 ,$487.46 ,$99.27 ,$184.50 ,$886.43 ,$138.14 ,$278.54 ,$482.12 ,$567.22 ,$120.99 ,$522.69 ,$294.92 ,$235.28 ,$275.45 ,$98.92 
9/4/24,$255.70 ,$34.86 ,$259.69 ,$81.08 ,$89.13 ,$117.06 ,$102.43 ,$104.40 ,$38.89 ,$63.16 ,$27.65 ,$40.41 ,$21.41 ,$15.92 ,$91.32 ,$147.15 ,$17.62 ,$219.33 ,$40.50 ,$60.96 ,$58.12 ,$490.64 ,$100.15 ,$182.36 ,$886.49 ,$137.85 ,$280.49 ,$483.14 ,$574.78 ,$121.11 ,$523.68 ,$294.35 ,$236.50 ,$274.27 ,$98.70 
9/5/24,$251.53 ,$34.02 ,$252.76 ,$80.33 ,$89.51 ,$116.85 ,$103.10 ,$103.79 ,$38.42 ,$63.46 ,$27.76 ,$40.45 ,$21.48 ,$16.02 ,$91.81 ,$149.78 ,$17.37 ,$217.63 ,$40.14 ,$60.63 ,$56.86 ,$487.88 ,$99.56 ,$180.95 ,$876.64 ,$138.27 ,$278.62 ,$477.36 ,$568.59 ,$119.64 ,$519.39 ,$297.29 ,$232.52 ,$270.93 ,$97.56 
9/6/24,$249.63 ,$33.37 ,$250.01 ,$79.98 ,$88.41 ,$116.60 ,$102.05 ,$103.28 ,$38.20 ,$62.91 ,$27.28 ,$40.39 ,$21.13 ,$15.89 ,$91.06 ,$146.75 ,$17.25 ,$212.46 ,$38.76 ,$59.09 ,$54.00 ,$479.61 ,$96.59 ,$176.70 ,$866.92 ,$137.12 ,$279.37 ,$476.12 ,$566.63 ,$118.44 ,$515.00 ,$292.78 ,$227.23 ,$269.21 ,$95.74 
9/9/24,$251.11 ,$33.76 ,$256.81 ,$81.19 ,$89.32 ,$117.16 ,$103.66 ,$104.75 ,$38.73 ,$63.49 ,$27.41 ,$40.79 ,$21.12 ,$15.81 ,$92.04 ,$143.93 ,$17.12 ,$216.81 ,$39.47 ,$59.54 ,$54.59 ,$488.57 ,$98.18 ,$182.61 ,$877.94 ,$139.77 ,$285.61 ,$487.09 ,$576.57 ,$121.16 ,$524.21 ,$301.56 ,$229.27 ,$267.74 ,$96.37 
9/10/24,$252.58 ,$33.51 ,$257.37 ,$82.30 ,$89.64 ,$116.93 ,$103.23 ,$104.97 ,$39.05 ,$63.84 ,$27.55 ,$40.26 ,$21.12 ,$15.83 ,$91.72 ,$144.18 ,$17.26 ,$205.56 ,$39.28 ,$57.95 ,$53.95 ,$467.13 ,$96.62 ,$178.78 ,$883.83 ,$142.21 ,$285.34 ,$488.02 ,$572.19 ,$120.30 ,$519.97 ,$302.40 ,$227.89 ,$260.87 ,$95.76 
